"Ensembl_gene_identifier","GENEID"
"ENSG00000244247","LINC01995"
"ENSG00000244249",NA
"ENSG00000244251",NA
"ENSG00000244253",NA
"ENSG00000244256",NA
"ENSG00000244264",NA
"ENSG00000244266",NA
"ENSG00000244267",NA
"ENSG00000244270",NA
"ENSG00000244274","DBNDD2"
"ENSG00000244289",NA
"ENSG00000244294",NA
"ENSG00000244296",NA
"ENSG00000244297",NA
"ENSG00000244302","PEX5L-AS2"
"ENSG00000244307",NA
"ENSG00000244308",NA
"ENSG00000244314",NA
"ENSG00000244318",NA
"ENSG00000244326",NA
"ENSG00000244328",NA
"ENSG00000244329",NA
"ENSG00000244335",NA
"ENSG00000244342","LINC00698"
"ENSG00000244355","LY6G6D"
"ENSG00000244356",NA
"ENSG00000244357",NA
"ENSG00000244362","KRTAP19-7"
"ENSG00000244363",NA
"ENSG00000244372",NA
"ENSG00000244376",NA
"ENSG00000244383","FAM3D-AS1"
"ENSG00000244384",NA
"ENSG00000244389",NA
"ENSG00000244390",NA
"ENSG00000244391",NA
"ENSG00000244392",NA
"ENSG00000244395","RBMY1D"
"ENSG00000244398",NA
"ENSG00000244399",NA
"ENSG00000244400",NA
"ENSG00000244402",NA
"ENSG00000244404",NA
"ENSG00000244405","ETV5"
"ENSG00000244411","KRTAP5-7"
"ENSG00000244413",NA
"ENSG00000244414","CFHR1"
"ENSG00000244425",NA
"ENSG00000244427",NA
"ENSG00000244432",NA
"ENSG00000244436",NA
"ENSG00000244437",NA
"ENSG00000244441",NA
"ENSG00000244451",NA
"ENSG00000244456",NA
"ENSG00000244457",NA
"ENSG00000244462","RBM12"
"ENSG00000244470",NA
"ENSG00000244474","UGT1A4"
"ENSG00000244476","ERVFRD-1"
"ENSG00000244482","LILRA6"
"ENSG00000244485",NA
"ENSG00000244486","SCARF2"
"ENSG00000244501",NA
"ENSG00000244502","HDAC11-AS1"
"ENSG00000244503",NA
"ENSG00000244509","APOBEC3C"
"ENSG00000244512",NA
"ENSG00000244514",NA
"ENSG00000244515",NA
"ENSG00000244521",NA
"ENSG00000244527",NA
"ENSG00000244532",NA
"ENSG00000244534",NA
"ENSG00000244535",NA
"ENSG00000244537","KRTAP4-2"
"ENSG00000244540",NA
"ENSG00000244541","LINC01213"
"ENSG00000244544",NA
"ENSG00000244551",NA
"ENSG00000244563",NA
"ENSG00000244564","PRICKLE2-DT"
"ENSG00000244565",NA
"ENSG00000244568",NA
"ENSG00000244575",NA
"ENSG00000244578","LINC01391"
"ENSG00000244582",NA
"ENSG00000244588","RAD21L1"
"ENSG00000244593",NA
"ENSG00000244607","CCDC13"
"ENSG00000244610",NA
"ENSG00000244615",NA
"ENSG00000244617","ASPRV1"
"ENSG00000244618",NA
"ENSG00000244621",NA
"ENSG00000244623","OR2AE1"
"ENSG00000244624","KRTAP20-1"
"ENSG00000244630",NA
"ENSG00000244632",NA
"ENSG00000244640",NA
"ENSG00000244661",NA
"ENSG00000244662",NA
"ENSG00000244669",NA
"ENSG00000244671",NA
"ENSG00000244674",NA
"ENSG00000244677",NA
"ENSG00000244681","MTHFD2P1"
"ENSG00000244687","UBE2V1"
"ENSG00000244691",NA
"ENSG00000244692",NA
"ENSG00000244694","PTCHD4"
"ENSG00000244703",NA
"ENSG00000244705",NA
"ENSG00000244708",NA
"ENSG00000244710",NA
"ENSG00000244716",NA
"ENSG00000244722",NA
"ENSG00000244731","C4A"
"ENSG00000244732",NA
"ENSG00000244734","HBB"
"ENSG00000244740",NA
"ENSG00000244748",NA
"ENSG00000244752","CRYBB2"
"ENSG00000244754","N4BP2L2"
"ENSG00000244756",NA
"ENSG00000244791","LOC101927657"
"ENSG00000244921",NA
"ENSG00000244926","ALKBH3-AS1"
"ENSG00000244945","RUFY1-AS1"
"ENSG00000244968","LIFR-AS1"
"ENSG00000244998","LOC105375790"
"ENSG00000245008","LOC101929538"
"ENSG00000245017","LINC02453"
"ENSG00000245060","LINC00847"
"ENSG00000245067","IGFBP7-AS1"
"ENSG00000245080","MIR3150BHG"
"ENSG00000245105","A2M-AS1"
"ENSG00000245112","SMARCA5-AS1"
"ENSG00000245148","ARAP1-AS2"
"ENSG00000245149","RNF139-DT"
"ENSG00000245164","LINC00861"
"ENSG00000245205",NA
"ENSG00000245213","GALNT7-DT"
"ENSG00000245275","SAP30L-AS1"
"ENSG00000245281","ASAH1-AS1"
"ENSG00000245293","CYP2U1-AS1"
"ENSG00000245311","ARNTL2-AS1"
"ENSG00000245317","MRNIP-DT"
"ENSG00000245384","CXXC4-AS1"
"ENSG00000245466","TTC9-DT"
"ENSG00000245479","LINC01585"
"ENSG00000245498","MSANTD2-AS1"
"ENSG00000245522","LINC02709"
"ENSG00000245526","LINC00461"
"ENSG00000245532","NEAT1"
"ENSG00000245534","RORA-AS1"
"ENSG00000245552","LNCRNA-IUR"
"ENSG00000245552","LOC100129203"
"ENSG00000245556","SCAMP1-AS1"
"ENSG00000245571","FAM111A-DT"
"ENSG00000245573","BDNF-AS"
"ENSG00000245598","DACT3-AS1"
"ENSG00000245614","DDX11-AS1"
"ENSG00000245648","KLRK1-AS1"
"ENSG00000245651","LOC283387"
"ENSG00000245680","ZNF585B"
"ENSG00000245685","FRG1-DT"
"ENSG00000245694","CRNDE"
"ENSG00000245694","LOC101927480"
"ENSG00000245711","NADK2-AS1"
"ENSG00000245719","LOC101929076"
"ENSG00000245729","LINC02226"
"ENSG00000245748","LOC100129931"
"ENSG00000245750","DRAIC"
"ENSG00000245750","LINC00593"
"ENSG00000245750","PCAT29"
"ENSG00000245812","LINC02202"
"ENSG00000245832","MIR4300HG"
"ENSG00000245848","CEBPA"
"ENSG00000245849","RAD51-AS1"
"ENSG00000245857","GS1-24F4.2"
"ENSG00000245864","MEF2C-AS2"
"ENSG00000245870","LINC00682"
"ENSG00000245888","NSMCE1-DT"
"ENSG00000245928","SDAD1-AS1"
"ENSG00000245937","SLC12A2-DT"
"ENSG00000245954","LINC02273"
"ENSG00000245975","MINDY2-DT"
"ENSG00000246022","ALDH1L1-AS2"
"ENSG00000246082","NUDT16L2P"
"ENSG00000246084","LINC02325"
"ENSG00000246089","MCPH1-DT"
"ENSG00000246090","LOC100507053"
"ENSG00000246130","LOC286059"
"ENSG00000246145","RRS1-DT"
"ENSG00000246174","KCTD21-AS1"
"ENSG00000246211","P4HA3-AS1"
"ENSG00000246214","RETREG1-AS1"
"ENSG00000246223","LINC01550"
"ENSG00000246228","CASC8"
"ENSG00000246273","SBF2-AS1"
"ENSG00000246308","LOC101928053"
"ENSG00000246331","LOC645485"
"ENSG00000246339","EXTL3-AS1"
"ENSG00000246363","LINC02458"
"ENSG00000246366","LACTB2-AS1"
"ENSG00000246375","PPM1K-DT"
"ENSG00000246379","GNAO1-DT"
"ENSG00000246394","ZNF84-DT"
"ENSG00000246422","DIAPH1-AS1"
"ENSG00000246430","LINC00968"
"ENSG00000246465","LOC124903670"
"ENSG00000246523","FZD4-DT"
"ENSG00000246526","LINC02481"
"ENSG00000246528","SLCO5A1-AS1"
"ENSG00000246541","SMARCAD1-DT"
"ENSG00000246548","LINC02288"
"ENSG00000246582","TNFRSF10A-DT"
"ENSG00000246627","CACNA1C-AS1"
"ENSG00000246640","PICART1"
"ENSG00000246662","CIBAR1-DT"
"ENSG00000246705","H2AJ"
"ENSG00000246731","MGC16275"
"ENSG00000246740","PLA2G4E-AS1"
"ENSG00000246763","RGMB-AS1"
"ENSG00000246774","COL25A1-DT"
"ENSG00000246777","DYNC1LI2-DT"
"ENSG00000246859","STARD4-AS1"
"ENSG00000246863","GPR176-DT"
"ENSG00000246876","LINC02466"
"ENSG00000246922","UBAP1L"
"ENSG00000246985","SOCS2-AS1"
"ENSG00000247077","PGAM5"
"ENSG00000247081","LOC105369147"
"ENSG00000247092","SNHG10"
"ENSG00000247095","MIR210HG"
"ENSG00000247131","LOC101928002"
"ENSG00000247134","LOC105379362"
"ENSG00000247137","ANKRD42-DT"
"ENSG00000247151","CSTF3-DT"
"ENSG00000247157","LINC01252"
"ENSG00000247193","LOC439933"
"ENSG00000247199","FBXO38-DT"
"ENSG00000247199","LOC124901185"
"ENSG00000247213","LINC01498"
"ENSG00000247228","LOC400541"
"ENSG00000247240","UBL7-DT"
"ENSG00000247271","ZBED5-AS1"
"ENSG00000247315","ZCCHC3"
"ENSG00000247363","LOC100507250"
"ENSG00000247400","DNAJC3-DT"
"ENSG00000247416","LOC101928847"
"ENSG00000247473","CARS1-AS1"
"ENSG00000247498","GPRC5D-AS1"
"ENSG00000247516","MIR4458HG"
"ENSG00000247556","OIP5-AS1"
"ENSG00000247572","CKMT2-AS1"
"ENSG00000247595","SPTY2D1OS"
"ENSG00000247596","TWF2"
"ENSG00000247624","CPEB2-DT"
"ENSG00000247626","MARS2"
"ENSG00000247627",NA
"ENSG00000247675","LRP4-AS1"
"ENSG00000247708","STX18-AS1"
"ENSG00000247746","USP51"
"ENSG00000247763",NA
"ENSG00000247774","PCED1B-AS1"
"ENSG00000247775","SNCA-AS1"
"ENSG00000247796","MOCS2-DT"
"ENSG00000247809","NR2F2-AS1"
"ENSG00000247810","LOC101928721"
"ENSG00000247828","TMEM161B-DT"
"ENSG00000247867","DGAT2-DT"
"ENSG00000247877","FAM174A-DT"
"ENSG00000247911",NA
"ENSG00000247950","SEC24B-AS1"
"ENSG00000247982","LINC00926"
"ENSG00000248008","NRAV"
"ENSG00000248019","FAM13A-AS1"
"ENSG00000248027","ARHGAP42-AS1"
"ENSG00000248049","UBA6-DT"
"ENSG00000248098","BCKDHA"
"ENSG00000248099","INSL3"
"ENSG00000248104",NA
"ENSG00000248106",NA
"ENSG00000248107","LINC02039"
"ENSG00000248109","MARCOL"
"ENSG00000248118","LINC01019"
"ENSG00000248132","LINC02101"
"ENSG00000248133",NA
"ENSG00000248136",NA
"ENSG00000248143","LINC02383"
"ENSG00000248144","ADH1C"
"ENSG00000248150","LINC02150"
"ENSG00000248152","ANK2-AS1"
"ENSG00000248167","TRIM39-RPP21"
"ENSG00000248174","LINC02268"
"ENSG00000248185",NA
"ENSG00000248187","LOC124900778"
"ENSG00000248188",NA
"ENSG00000248191",NA
"ENSG00000248196",NA
"ENSG00000248197","LINC00290"
"ENSG00000248202","LINC02234"
"ENSG00000248210","LINC02355"
"ENSG00000248211","TRPC7-AS1"
"ENSG00000248221","STX18-IT1"
"ENSG00000248227","LINC02513"
"ENSG00000248228","SLIT2-IT1"
"ENSG00000248234",NA
"ENSG00000248237",NA
"ENSG00000248256","OCIAD1-AS1"
"ENSG00000248259",NA
"ENSG00000248265","FLJ12825"
"ENSG00000248271",NA
"ENSG00000248275","TRIM52-AS1"
"ENSG00000248278","LOC105371814"
"ENSG00000248279","LINC02120"
"ENSG00000248282",NA
"ENSG00000248287",NA
"ENSG00000248300","LINC02360"
"ENSG00000248307","LINC00616"
"ENSG00000248308",NA
"ENSG00000248309","MEF2C-AS1"
"ENSG00000248313",NA
"ENSG00000248315",NA
"ENSG00000248318","LOC101927543"
"ENSG00000248319","LINC02275"
"ENSG00000248323","LUCAT1"
"ENSG00000248327",NA
"ENSG00000248328",NA
"ENSG00000248329","APELA"
"ENSG00000248330","LINC00613"
"ENSG00000248332","TUB-AS1"
"ENSG00000248333","CDK11B"
"ENSG00000248335","LOC124900787"
"ENSG00000248338","LINC02472"
"ENSG00000248339","LINC02504"
"ENSG00000248355",NA
"ENSG00000248360","LINC00504"
"ENSG00000248364",NA
"ENSG00000248366",NA
"ENSG00000248367","LOC124901151"
"ENSG00000248371","LINC02056"
"ENSG00000248376",NA
"ENSG00000248377",NA
"ENSG00000248383","PCDHAC1"
"ENSG00000248385","TARM1"
"ENSG00000248387",NA
"ENSG00000248391","LINC02064"
"ENSG00000248396",NA
"ENSG00000248400",NA
"ENSG00000248401",NA
"ENSG00000248403",NA
"ENSG00000248405","PRR5-ARHGAP8"
"ENSG00000248418",NA
"ENSG00000248419",NA
"ENSG00000248420",NA
"ENSG00000248424",NA
"ENSG00000248429","GASK1B-AS1"
"ENSG00000248430",NA
"ENSG00000248439",NA
"ENSG00000248441","LETR1"
"ENSG00000248442",NA
"ENSG00000248445","SEMA6A-AS1"
"ENSG00000248447",NA
"ENSG00000248449","PCDHGB8P"
"ENSG00000248455","LINC02217"
"ENSG00000248461","LINC02107"
"ENSG00000248461","LINC02119"
"ENSG00000248462",NA
"ENSG00000248464","FGF10-AS1"
"ENSG00000248466",NA
"ENSG00000248468","LOC105374114"
"ENSG00000248469","LOC100996385"
"ENSG00000248473","LINC01962"
"ENSG00000248477",NA
"ENSG00000248483","POU5F2"
"ENSG00000248485","PCP4L1"
"ENSG00000248487","ABHD14A"
"ENSG00000248488",NA
"ENSG00000248489","LOC100289230"
"ENSG00000248489",NA
"ENSG00000248492","ZFAT-AS1"
"ENSG00000248505","LINC02380"
"ENSG00000248506",NA
"ENSG00000248507",NA
"ENSG00000248508","SRP14-DT"
"ENSG00000248522","SBF1P1"
"ENSG00000248527",NA
"ENSG00000248529","LOC101928651"
"ENSG00000248530",NA
"ENSG00000248538","LOC101929128"
"ENSG00000248538","LOC157273"
"ENSG00000248540","LOC283731"
"ENSG00000248542",NA
"ENSG00000248548",NA
"ENSG00000248550","OTX2-AS1"
"ENSG00000248553",NA
"ENSG00000248555","LINC01339"
"ENSG00000248557",NA
"ENSG00000248560",NA
"ENSG00000248565",NA
"ENSG00000248572","EGFLAM-AS2"
"ENSG00000248586",NA
"ENSG00000248592","STIMATE-MUSTN1"
"ENSG00000248596","LOC643201"
"ENSG00000248599","FLJ42969"
"ENSG00000248608",NA
"ENSG00000248610",NA
"ENSG00000248611",NA
"ENSG00000248618",NA
"ENSG00000248625",NA
"ENSG00000248633",NA
"ENSG00000248636","LOC105370027"
"ENSG00000248642",NA
"ENSG00000248643","RBM14-RBM4"
"ENSG00000248648",NA
"ENSG00000248654",NA
"ENSG00000248668","OXCT1-AS1"
"ENSG00000248671","ALG1L9P"
"ENSG00000248672","LY75-CD302"
"ENSG00000248673","LINC01331"
"ENSG00000248677","LINC02102"
"ENSG00000248684",NA
"ENSG00000248697",NA
"ENSG00000248698","LINC01085"
"ENSG00000248699",NA
"ENSG00000248703","LINC02415"
"ENSG00000248704",NA
"ENSG00000248709","LOC124901048"
"ENSG00000248710","TRIM59-IFT80"
"ENSG00000248712","CCDC153"
"ENSG00000248713","C4orf54"
"ENSG00000248720",NA
"ENSG00000248722",NA
"ENSG00000248724","NPHP3-AS1"
"ENSG00000248727","LINC01948"
"ENSG00000248729",NA
"ENSG00000248730","EGFLAM-AS4"
"ENSG00000248735",NA
"ENSG00000248738","LOC101929237"
"ENSG00000248746","ACTN3"
"ENSG00000248748",NA
"ENSG00000248757","LINC02115"
"ENSG00000248765",NA
"ENSG00000248767","FOXL3"
"ENSG00000248767","FOXL3-OT1"
"ENSG00000248771","SMIM31"
"ENSG00000248777",NA
"ENSG00000248781",NA
"ENSG00000248789","LINC02118"
"ENSG00000248791",NA
"ENSG00000248792",NA
"ENSG00000248801","C8orf34-AS1"
"ENSG00000248809","LINC01095"
"ENSG00000248810","LINC02432"
"ENSG00000248820",NA
"ENSG00000248822",NA
"ENSG00000248826",NA
"ENSG00000248827",NA
"ENSG00000248831",NA
"ENSG00000248834",NA
"ENSG00000248837","LOC105374524"
"ENSG00000248838",NA
"ENSG00000248843",NA
"ENSG00000248844","LINC02753"
"ENSG00000248847",NA
"ENSG00000248850",NA
"ENSG00000248851",NA
"ENSG00000248858","FLJ46284"
"ENSG00000248859","LINC01574"
"ENSG00000248866","USP46-DT"
"ENSG00000248869","LINC02511"
"ENSG00000248871","TNFSF12-TNFSF13"
"ENSG00000248872","LINC02431"
"ENSG00000248874","LINC02899"
"ENSG00000248877",NA
"ENSG00000248883",NA
"ENSG00000248885",NA
"ENSG00000248886",NA
"ENSG00000248890","HHIP-AS1"
"ENSG00000248891",NA
"ENSG00000248893","FAM138E"
"ENSG00000248896","LOC102723313"
"ENSG00000248901","LINC01846"
"ENSG00000248905","FMN1"
"ENSG00000248907",NA
"ENSG00000248908","LINC02239"
"ENSG00000248913",NA
"ENSG00000248915",NA
"ENSG00000248919","ATP5MF-PTCD1"
"ENSG00000248920","USP17L19"
"ENSG00000248923",NA
"ENSG00000248931",NA
"ENSG00000248932","COPB2-DT"
"ENSG00000248933","USP17L22"
"ENSG00000248946",NA
"ENSG00000248950",NA
"ENSG00000248951",NA
"ENSG00000248956",NA
"ENSG00000248964","LOC101929470"
"ENSG00000248967",NA
"ENSG00000248971",NA
"ENSG00000248973","LOC107986400"
"ENSG00000248988",NA
"ENSG00000248995","LINC02231"
"ENSG00000248998",NA
"ENSG00000249018",NA
"ENSG00000249025",NA
"ENSG00000249035","CLMAT3"
"ENSG00000249038",NA
"ENSG00000249048",NA
"ENSG00000249053",NA
"ENSG00000249054","FAM138D"
"ENSG00000249064",NA
"ENSG00000249066","LINC02496"
"ENSG00000249069","LINC01033"
"ENSG00000249073","WSPAR"
"ENSG00000249074",NA
"ENSG00000249077",NA
"ENSG00000249082","EPIST"
"ENSG00000249087","ZNF436-AS1"
"ENSG00000249089",NA
"ENSG00000249104","USP17L17"
"ENSG00000249106","GPM6A-DT"
"ENSG00000249115","HAUS5"
"ENSG00000249119",NA
"ENSG00000249128","LINC02215"
"ENSG00000249138","SLED1"
"ENSG00000249139","EPPIN-WFDC6"
"ENSG00000249142",NA
"ENSG00000249145","LINC02517"
"ENSG00000249148",NA
"ENSG00000249156","TAF11L12"
"ENSG00000249158","PCDHA11"
"ENSG00000249160","LINC02213"
"ENSG00000249162",NA
"ENSG00000249163","PRPF39-DT"
"ENSG00000249167","SEMA6A-AS2"
"ENSG00000249170",NA
"ENSG00000249173","LINC01093"
"ENSG00000249177",NA
"ENSG00000249184","LOC105377488"
"ENSG00000249188",NA
"ENSG00000249191",NA
"ENSG00000249192",NA
"ENSG00000249193",NA
"ENSG00000249196","TMEM132D-AS1"
"ENSG00000249197",NA
"ENSG00000249200",NA
"ENSG00000249201","TERLR1"
"ENSG00000249213",NA
"ENSG00000249222","ATP5MGL"
"ENSG00000249229",NA
"ENSG00000249230",NA
"ENSG00000249231","CASC16"
"ENSG00000249235",NA
"ENSG00000249236","LOC105378976"
"ENSG00000249239",NA
"ENSG00000249241","LINC02265"
"ENSG00000249242","TMEM150C"
"ENSG00000249247",NA
"ENSG00000249252","C1QTNF7-AS1"
"ENSG00000249256",NA
"ENSG00000249263",NA
"ENSG00000249267","LINC00939"
"ENSG00000249272",NA
"ENSG00000249274",NA
"ENSG00000249277",NA
"ENSG00000249279","LINC02057"
"ENSG00000249285",NA
"ENSG00000249295","LOC101928924"
"ENSG00000249297","LINC02174"
"ENSG00000249306","LINC01411"
"ENSG00000249307","LINC01088"
"ENSG00000249310","APOBEC3B-AS1"
"ENSG00000249317","LOC105377480"
"ENSG00000249321",NA
"ENSG00000249326","CTD-2194D22.4"
"ENSG00000249328","LOC101927040"
"ENSG00000249341","LOC100506444"
"ENSG00000249343","LINC01333"
"ENSG00000249345","LINC02405"
"ENSG00000249346","LINC01016"
"ENSG00000249348","UGDH-AS1"
"ENSG00000249351",NA
"ENSG00000249362","LINC02488"
"ENSG00000249364","LINC02997"
"ENSG00000249375","CASC11"
"ENSG00000249378","LINC01060"
"ENSG00000249380",NA
"ENSG00000249382","LINC02619"
"ENSG00000249383","LINC02071"
"ENSG00000249386",NA
"ENSG00000249395","CASC9"
"ENSG00000249396","LINC02212"
"ENSG00000249411",NA
"ENSG00000249419","LOC101928052"
"ENSG00000249421","ADAMTS19-AS1"
"ENSG00000249436","LNCBRM"
"ENSG00000249437","NAIP"
"ENSG00000249438",NA
"ENSG00000249439",NA
"ENSG00000249446",NA
"ENSG00000249448",NA
"ENSG00000249449",NA
"ENSG00000249454",NA
"ENSG00000249462",NA
"ENSG00000249464","LINC01091"
"ENSG00000249471","ZNF324B"
"ENSG00000249476","LOC285638"
"ENSG00000249481","SPATS1"
"ENSG00000249482",NA
"ENSG00000249484","LINC01470"
"ENSG00000249487","LINC01586"
"ENSG00000249488",NA
"ENSG00000249493",NA
"ENSG00000249497","LINC02075"
"ENSG00000249500","LINC01179"
"ENSG00000249501",NA
"ENSG00000249503",NA
"ENSG00000249504",NA
"ENSG00000249505",NA
"ENSG00000249506",NA
"ENSG00000249510",NA
"ENSG00000249518",NA
"ENSG00000249521","LINC02114"
"ENSG00000249531",NA
"ENSG00000249532","MIR302CHG"
"ENSG00000249534","LINC01258"
"ENSG00000249541",NA
"ENSG00000249542",NA
"ENSG00000249550","LINC01234"
"ENSG00000249553","PPP2R2B-IT1"
"ENSG00000249555",NA
"ENSG00000249558",NA
"ENSG00000249563",NA
"ENSG00000249574","LOC442497"
"ENSG00000249580",NA
"ENSG00000249581","CLRN2"
"ENSG00000249584","LINC02225"
"ENSG00000249592","PCGF3-AS1"
"ENSG00000249599","BMPR1B-DT"
"ENSG00000249613","LINC02173"
"ENSG00000249616",NA
"ENSG00000249618","LINC02465"
"ENSG00000249619",NA
"ENSG00000249620",NA
"ENSG00000249628","LINC00942"
"ENSG00000249631","LOC107986178"
"ENSG00000249633",NA
"ENSG00000249634",NA
"ENSG00000249635","LOC101929577"
"ENSG00000249641","HOXC13-AS"
"ENSG00000249642","LOC105377603"
"ENSG00000249646",NA
"ENSG00000249647","LINC02900"
"ENSG00000249654",NA
"ENSG00000249662","LINC02218"
"ENSG00000249667","LINC01259"
"ENSG00000249668",NA
"ENSG00000249680",NA
"ENSG00000249681",NA
"ENSG00000249690","LOC729558"
"ENSG00000249691",NA
"ENSG00000249693","THEGL"
"ENSG00000249695","LOC574538"
"ENSG00000249698",NA
"ENSG00000249699","LINC02261"
"ENSG00000249700","SRD5A3-AS1"
"ENSG00000249709","ZNF564"
"ENSG00000249710","DDIT4L-AS1"
"ENSG00000249713","LOC101929109"
"ENSG00000249715","FER1L5"
"ENSG00000249717","PARM1-AS1"
"ENSG00000249729",NA
"ENSG00000249730","OR10J4"
"ENSG00000249736","LINC02242"
"ENSG00000249738","LOC105377683"
"ENSG00000249738","LOC285626"
"ENSG00000249740","LINC01265"
"ENSG00000249748","LOC100506406"
"ENSG00000249751","ECSCR"
"ENSG00000249754",NA
"ENSG00000249767",NA
"ENSG00000249770",NA
"ENSG00000249777",NA
"ENSG00000249778",NA
"ENSG00000249781","LINC02112"
"ENSG00000249782","LOC105374647"
"ENSG00000249784","SCARNA22"
"ENSG00000249785","LINC02103"
"ENSG00000249787","LOC105379100"
"ENSG00000249803","LOC124901076"
"ENSG00000249808","LINC01377"
"ENSG00000249811","USP17L21"
"ENSG00000249816","LINC00964"
"ENSG00000249818","LOC102724700"
"ENSG00000249825","THBS4-AS1"
"ENSG00000249830","LINC02162"
"ENSG00000249833","CFAP100-DT"
"ENSG00000249835","VCAN-AS1"
"ENSG00000249846","LINC02021"
"ENSG00000249848",NA
"ENSG00000249850",NA
"ENSG00000249851",NA
"ENSG00000249853","HS3ST5"
"ENSG00000249854","CDH18-AS1"
"ENSG00000249855",NA
"ENSG00000249858",NA
"ENSG00000249859","PVT1"
"ENSG00000249861","LGALS16"
"ENSG00000249866",NA
"ENSG00000249867","LINC02742"
"ENSG00000249873","LINC02372"
"ENSG00000249878",NA
"ENSG00000249882","LINC02501"
"ENSG00000249884","RNF103-CHMP3"
"ENSG00000249885","ARHGEF38-IT1"
"ENSG00000249889",NA
"ENSG00000249890",NA
"ENSG00000249891",NA
"ENSG00000249893",NA
"ENSG00000249906","NGFR-AS1"
"ENSG00000249908",NA
"ENSG00000249909",NA
"ENSG00000249910",NA
"ENSG00000249912",NA
"ENSG00000249915","PDCD6"
"ENSG00000249917","LINC00536"
"ENSG00000249919",NA
"ENSG00000249921",NA
"ENSG00000249923","LINC02891"
"ENSG00000249928",NA
"ENSG00000249931","GOLGA8K"
"ENSG00000249944",NA
"ENSG00000249948","GBA3"
"ENSG00000249958",NA
"ENSG00000249961","TERB1"
"ENSG00000249963",NA
"ENSG00000249975",NA
"ENSG00000249977",NA
"ENSG00000249978",NA
"ENSG00000249981","LOC107987420"
"ENSG00000249987",NA
"ENSG00000249990",NA
"ENSG00000249992","TMEM158"
"ENSG00000249993","BFSP2-AS1"
"ENSG00000249995",NA
"ENSG00000249997",NA
"ENSG00000250006",NA
"ENSG00000250007","GJD2-DT"
"ENSG00000250012","LOC105374085"
"ENSG00000250013",NA
"ENSG00000250020",NA
"ENSG00000250021","ARPIN-AP3S2"
"ENSG00000250026","TMPRSS11BNL"
"ENSG00000250033","SLC7A11-AS1"
"ENSG00000250036",NA
"ENSG00000250037",NA
"ENSG00000250040",NA
"ENSG00000250041","LOC124902629"
"ENSG00000250042","LINC02514"
"ENSG00000250050",NA
"ENSG00000250056","LINC01018"
"ENSG00000250062","MAPK10-AS1"
"ENSG00000250067","YJEFN3"
"ENSG00000250072","SH3TC2-DT"
"ENSG00000250073","ESAM-AS1"
"ENSG00000250075","LOC101927237"
"ENSG00000250078","LOC124900833"
"ENSG00000250079",NA
"ENSG00000250084",NA
"ENSG00000250092","LOC105374516"
"ENSG00000250095","NREP-AS1"
"ENSG00000250103","PANCR"
"ENSG00000250107","CACNA1G-AS1"
"ENSG00000250111","LOC101929141"
"ENSG00000250116","RHOQ-AS1"
"ENSG00000250120","PCDHA10"
"ENSG00000250125","LINC02232"
"ENSG00000250127","LINC02108"
"ENSG00000250133","HOXC-AS2"
"ENSG00000250138",NA
"ENSG00000250144",NA
"ENSG00000250148",NA
"ENSG00000250151","ARPC4-TTLL3"
"ENSG00000250155","LOC107986412"
"ENSG00000250156","LINC02060"
"ENSG00000250161",NA
"ENSG00000250174","MYLK-AS2"
"ENSG00000250185",NA
"ENSG00000250195","LOC105377448"
"ENSG00000250197",NA
"ENSG00000250205",NA
"ENSG00000250207",NA
